QPER,Computers and peripheral equipment,Communication equipment,Medical equipment and instruments,Nonmedical instruments,Photocopy and related equipment,Office and accounting equipment,Fabricated metal products,Engines and turbines,Metalworking machinery,"Special industry machinery, n.e.c.","General industrial, including materials handling, equipment","Electrical transmission, distribution, and industrial apparatus",Light trucks (including utility vehicles),"Other trucks, buses, and truck trailers",Autos,Aircraft,Ships and boats,Railroad equipment,Furniture and fixtures,Agricultural machinery,Construction machinery,Mining and oilfield machinery,Service industry machinery,"Electrical equipment, n.e.c.",Other nonresidential equipment,Office,Health care,Hospitals,Special care,Medical buildings,Multimerchandise shopping,Food and beverage establishments,Warehouses,Other commercial,Manufacturing,Power and communication,Electric,Other power,Communication,Petroleum and natural gas,Mining,Religious,Educational and vocational,Amusement and recreation,Air,Land,Farm,Other (L66),Housing units,1 to 4 unit,5-or more-unit,Manufactured homes,Brokers' commissions and other ownership transfer costs,Improvements,Other residential,Prepackaged,Custom,Own account,Pharmaceutical and medicine manufacturing,"Chemical manufacturing, excluding pharmaceutical and medicine",Semiconductor and other electronic component manufacturing,"Motor vehicles, bodies and trailers, and parts manufacturing",Aerospace products and parts manufacturing,Other manufacturing,Scientific research and development services,Universities and colleges,Other nonprofit institutions,Theatrical movies,Long-lived television programs,Books,Music,Other (L103)
1989Q3,43.093,43.639,14.484,11.732000000000001,11.672,6.098,8.961,3.261,16.693,23.677,27.015,13.718,10.204,17.762,18.612000000000002,8.039,1.485,3.3080000000000003,21.627,11.036,13.178,1.853,12.855,3.604,17.519000000000002,34.46,15.946,9.519,2.2880000000000003,4.139,13.744,7.421,6.2010000000000005,10.266,28.675,25.172,10.83,4.728,9.614,13.879,0.981,4.277,4.2780000000000005,6.848,0.629,2.707,2.5300000000000002,3.634,147.066,123.971,18.002,5.093,41.156,60.993,0.65,10.457,12.971,17.167,6.8420000000000005,5.519,4.705,9.332,7.24,18.901,0.784,0.515,5.106,6.228,10.362,3.999,3.343,1.478
1989Q4,43.093,43.639,14.484,11.732000000000001,11.672,6.098,8.961,3.261,16.693,23.677,27.015,13.718,10.204,17.762,18.612000000000002,8.039,1.485,3.3080000000000003,21.627,11.036,13.178,1.853,12.855,3.604,17.519000000000002,34.46,15.946,9.519,2.2880000000000003,4.139,13.744,7.421,6.2010000000000005,10.266,28.675,25.172,10.83,4.728,9.614,13.879,0.981,4.277,4.2780000000000005,6.848,0.629,2.707,2.5300000000000002,3.634,147.066,123.971,18.002,5.093,41.156,60.993,0.65,10.457,12.971,17.167,6.8420000000000005,5.519,4.705,9.332,7.24,18.901,0.784,0.515,5.106,6.228,10.362,3.999,3.343,1.478
1990Q1,38.643,45.219,16.41,12.916,11.421,4.957,9.172,3.115,15.959,22.55,27.381,13.965,9.139,14.009,21.087,11.456,1.554,3.4290000000000003,21.002,12.451,13.563,1.7530000000000001,11.695,3.298,17.671,32.803,16.923000000000002,10.47,2.517,3.936,13.676,7.385,6.17,10.196,33.489,28.227,13.193,5.231,9.803,16.728,1.1300000000000001,4.083,4.8,7.311,0.656,2.646,2.801,4.3,135.474,115.191,15.385,4.898,39.575,57.861000000000004,0.751,13.337,14.199,17.871,7.688,6.219,4.914,9.112,6.8500000000000005,20.122,1.385,0.583,5.25,6.056,11.608,4.235,3.906,1.739
1990Q2,38.643,45.219,16.41,12.916,11.421,4.957,9.172,3.115,15.959,22.55,27.381,13.965,9.139,14.009,21.087,11.456,1.554,3.4290000000000003,21.002,12.451,13.563,1.7530000000000001,11.695,3.298,17.671,32.803,16.923000000000002,10.47,2.517,3.936,13.676,7.385,6.17,10.196,33.489,28.227,13.193,5.231,9.803,16.728,1.1300000000000001,4.083,4.8,7.311,0.656,2.646,2.801,4.3,135.474,115.191,15.385,4.898,39.575,57.861000000000004,0.751,13.337,14.199,17.871,7.688,6.219,4.914,9.112,6.8500000000000005,20.122,1.385,0.583,5.25,6.056,11.608,4.235,3.906,1.739
1990Q3,38.643,45.219,16.41,12.916,11.421,4.957,9.172,3.115,15.959,22.55,27.381,13.965,9.139,14.009,21.087,11.456,1.554,3.4290000000000003,21.002,12.451,13.563,1.7530000000000001,11.695,3.298,17.671,32.803,16.923000000000002,10.47,2.517,3.936,13.676,7.385,6.17,10.196,33.489,28.227,13.193,5.231,9.803,16.728,1.1300000000000001,4.083,4.8,7.311,0.656,2.646,2.801,4.3,135.474,115.191,15.385,4.898,39.575,57.861000000000004,0.751,13.337,14.199,17.871,7.688,6.219,4.914,9.112,6.8500000000000005,20.122,1.385,0.583,5.25,6.056,11.608,4.235,3.906,1.739
1990Q4,38.643,45.219,16.41,12.916,11.421,4.957,9.172,3.115,15.959,22.55,27.381,13.965,9.139,14.009,21.087,11.456,1.554,3.4290000000000003,21.002,12.451,13.563,1.7530000000000001,11.695,3.298,17.671,32.803,16.923000000000002,10.47,2.517,3.936,13.676,7.385,6.17,10.196,33.489,28.227,13.193,5.231,9.803,16.728,1.1300000000000001,4.083,4.8,7.311,0.656,2.646,2.801,4.3,135.474,115.191,15.385,4.898,39.575,57.861000000000004,0.751,13.337,14.199,17.871,7.688,6.219,4.914,9.112,6.8500000000000005,20.122,1.385,0.583,5.25,6.056,11.608,4.235,3.906,1.739
1991Q1,37.704,43.660000000000004,17.809,13.395,12.0,4.636,9.373,3.829,15.677,21.278,25.817,13.339,9.328,12.154,25.875,12.687,1.598,3.192,18.866,10.565,9.031,1.448,11.238,2.766,17.764,26.087,15.352,9.837,2.365,3.15,9.921,5.357,4.476,7.413,31.276,28.041,12.774000000000001,6.305,8.962,17.179000000000002,1.3,3.7760000000000002,4.934,6.924,0.614,2.448,2.753,4.2540000000000004,117.458,101.742,11.341000000000001,4.375,40.824,56.86,0.263,14.27,15.677,18.761,9.047,6.538,5.083,9.644,6.846,21.062,2.067,0.66,5.639,7.315,11.643,4.412,4.207,1.82
1991Q2,37.704,43.660000000000004,17.809,13.395,12.0,4.636,9.373,3.829,15.677,21.278,25.817,13.339,9.328,12.154,25.875,12.687,1.598,3.192,18.866,10.565,9.031,1.448,11.238,2.766,17.764,26.087,15.352,9.837,2.365,3.15,9.921,5.357,4.476,7.413,31.276,28.041,12.774000000000001,6.305,8.962,17.179000000000002,1.3,3.7760000000000002,4.934,6.924,0.614,2.448,2.753,4.2540000000000004,117.458,101.742,11.341000000000001,4.375,40.824,56.86,0.263,14.27,15.677,18.761,9.047,6.538,5.083,9.644,6.846,21.062,2.067,0.66,5.639,7.315,11.643,4.412,4.207,1.82
1991Q3,37.704,43.660000000000004,17.809,13.395,12.0,4.636,9.373,3.829,15.677,21.278,25.817,13.339,9.328,12.154,25.875,12.687,1.598,3.192,18.866,10.565,9.031,1.448,11.238,2.766,17.764,26.087,15.352,9.837,2.365,3.15,9.921,5.357,4.476,7.413,31.276,28.041,12.774000000000001,6.305,8.962,17.179000000000002,1.3,3.7760000000000002,4.934,6.924,0.614,2.448,2.753,4.2540000000000004,117.458,101.742,11.341000000000001,4.375,40.824,56.86,0.263,14.27,15.677,18.761,9.047,6.538,5.083,9.644,6.846,21.062,2.067,0.66,5.639,7.315,11.643,4.412,4.207,1.82
1991Q4,37.704,43.660000000000004,17.809,13.395,12.0,4.636,9.373,3.829,15.677,21.278,25.817,13.339,9.328,12.154,25.875,12.687,1.598,3.192,18.866,10.565,9.031,1.448,11.238,2.766,17.764,26.087,15.352,9.837,2.365,3.15,9.921,5.357,4.476,7.413,31.276,28.041,12.774000000000001,6.305,8.962,17.179000000000002,1.3,3.7760000000000002,4.934,6.924,0.614,2.448,2.753,4.2540000000000004,117.458,101.742,11.341000000000001,4.375,40.824,56.86,0.263,14.27,15.677,18.761,9.047,6.538,5.083,9.644,6.846,21.062,2.067,0.66,5.639,7.315,11.643,4.412,4.207,1.82
1992Q1,43.582,46.207,19.89,14.254,12.571,5.132,9.599,3.6630000000000003,16.865000000000002,21.426000000000002,26.479,13.655000000000001,9.686,16.094,26.813,13.721,1.16,2.9210000000000003,20.683,9.370000000000001,9.001,1.1280000000000001,11.06,2.857,18.227,21.915,15.448,10.322000000000001,2.481,2.645,9.764,5.272,4.405,7.0520000000000005,28.733,27.141000000000002,10.398,7.75,8.993,12.829,1.2550000000000001,3.392,5.134,6.91,0.583,2.9010000000000002,2.398,5.05,139.098,124.244,9.312,5.542,45.525,63.843,0.34500000000000003,16.649,16.843,17.562,10.132,6.3950000000000005,5.476,9.872,7.437,20.916,2.2600000000000002,0.677,5.938,6.703,13.248000000000001,4.681,4.64,1.925
1992Q2,43.582,46.207,19.89,14.254,12.571,5.132,9.599,3.6630000000000003,16.865000000000002,21.426000000000002,26.479,13.655000000000001,9.686,16.094,26.813,13.721,1.16,2.9210000000000003,20.683,9.370000000000001,9.001,1.1280000000000001,11.06,2.857,18.227,21.915,15.448,10.322000000000001,2.481,2.645,9.764,5.272,4.405,7.0520000000000005,28.733,27.141000000000002,10.398,7.75,8.993,12.829,1.2550000000000001,3.392,5.134,6.91,0.583,2.9010000000000002,2.398,5.05,139.098,124.244,9.312,5.542,45.525,63.843,0.34500000000000003,16.649,16.843,17.562,10.132,6.3950000000000005,5.476,9.872,7.437,20.916,2.2600000000000002,0.677,5.938,6.703,13.248000000000001,4.681,4.64,1.925
1992Q3,43.582,46.207,19.89,14.254,12.571,5.132,9.599,3.6630000000000003,16.865000000000002,21.426000000000002,26.479,13.655000000000001,9.686,16.094,26.813,13.721,1.16,2.9210000000000003,20.683,9.370000000000001,9.001,1.1280000000000001,11.06,2.857,18.227,21.915,15.448,10.322000000000001,2.481,2.645,9.764,5.272,4.405,7.0520000000000005,28.733,27.141000000000002,10.398,7.75,8.993,12.829,1.2550000000000001,3.392,5.134,6.91,0.583,2.9010000000000002,2.398,5.05,139.098,124.244,9.312,5.542,45.525,63.843,0.34500000000000003,16.649,16.843,17.562,10.132,6.3950000000000005,5.476,9.872,7.437,20.916,2.2600000000000002,0.677,5.938,6.703,13.248000000000001,4.681,4.64,1.925
1992Q4,43.582,46.207,19.89,14.254,12.571,5.132,9.599,3.6630000000000003,16.865000000000002,21.426000000000002,26.479,13.655000000000001,9.686,16.094,26.813,13.721,1.16,2.9210000000000003,20.683,9.370000000000001,9.001,1.1280000000000001,11.06,2.857,18.227,21.915,15.448,10.322000000000001,2.481,2.645,9.764,5.272,4.405,7.0520000000000005,28.733,27.141000000000002,10.398,7.75,8.993,12.829,1.2550000000000001,3.392,5.134,6.91,0.583,2.9010000000000002,2.398,5.05,139.098,124.244,9.312,5.542,45.525,63.843,0.34500000000000003,16.649,16.843,17.562,10.132,6.3950000000000005,5.476,9.872,7.437,20.916,2.2600000000000002,0.677,5.938,6.703,13.248000000000001,4.681,4.64,1.925
1993Q1,47.453,48.692,22.063,14.521,14.488,5.63,9.349,3.5180000000000002,18.644000000000002,23.998,31.299,14.208,14.535,21.937,31.087,13.183,2.124,3.37,21.185,10.838000000000001,11.741,2.277,11.894,2.853,21.43,22.753,16.653,11.225,2.698,2.73,10.853,5.86,4.896,7.768,23.289,30.425,14.175,6.631,9.619,15.151,1.337,3.783,5.319,7.640000000000001,0.676,3.11,3.392,4.737,156.241,141.28,7.613,7.348,50.0,73.961,0.535,18.466,18.554000000000002,20.17,11.296,6.631,5.49,11.304,6.872,17.175,2.236,0.68,6.136,8.306000000000001,12.844,5.01,5.0120000000000005,2.225
1993Q2,47.453,48.692,22.063,14.521,14.488,5.63,9.349,3.5180000000000002,18.644000000000002,23.998,31.299,14.208,14.535,21.937,31.087,13.183,2.124,3.37,21.185,10.838000000000001,11.741,2.277,11.894,2.853,21.43,22.753,16.653,11.225,2.698,2.73,10.853,5.86,4.896,7.768,23.289,30.425,14.175,6.631,9.619,15.151,1.337,3.783,5.319,7.640000000000001,0.676,3.11,3.392,4.737,156.241,141.28,7.613,7.348,50.0,73.961,0.535,18.466,18.554000000000002,20.17,11.296,6.631,5.49,11.304,6.872,17.175,2.236,0.68,6.136,8.306000000000001,12.844,5.01,5.0120000000000005,2.225
1993Q3,47.453,48.692,22.063,14.521,14.488,5.63,9.349,3.5180000000000002,18.644000000000002,23.998,31.299,14.208,14.535,21.937,31.087,13.183,2.124,3.37,21.185,10.838000000000001,11.741,2.277,11.894,2.853,21.43,22.753,16.653,11.225,2.698,2.73,10.853,5.86,4.896,7.768,23.289,30.425,14.175,6.631,9.619,15.151,1.337,3.783,5.319,7.640000000000001,0.676,3.11,3.392,4.737,156.241,141.28,7.613,7.348,50.0,73.961,0.535,18.466,18.554000000000002,20.17,11.296,6.631,5.49,11.304,6.872,17.175,2.236,0.68,6.136,8.306000000000001,12.844,5.01,5.0120000000000005,2.225
1993Q4,47.453,48.692,22.063,14.521,14.488,5.63,9.349,3.5180000000000002,18.644000000000002,23.998,31.299,14.208,14.535,21.937,31.087,13.183,2.124,3.37,21.185,10.838000000000001,11.741,2.277,11.894,2.853,21.43,22.753,16.653,11.225,2.698,2.73,10.853,5.86,4.896,7.768,23.289,30.425,14.175,6.631,9.619,15.151,1.337,3.783,5.319,7.640000000000001,0.676,3.11,3.392,4.737,156.241,141.28,7.613,7.348,50.0,73.961,0.535,18.466,18.554000000000002,20.17,11.296,6.631,5.49,11.304,6.872,17.175,2.236,0.68,6.136,8.306000000000001,12.844,5.01,5.0120000000000005,2.225
1994Q1,51.871,56.801,21.368000000000002,15.426,15.297,5.683,10.037,3.886,22.197,26.119,34.550000000000004,15.71,24.825,25.13,40.068,8.707,1.807,4.572,22.371000000000002,12.288,13.486,2.346,13.149000000000001,3.0260000000000002,23.731,24.284,16.567,11.224,2.449,2.894,11.392,5.713,5.869,10.995000000000001,28.682000000000002,25.895,10.082,5.692,10.121,14.512,1.784,3.766,5.5,7.96,0.73,3.353,3.226,4.264,184.93800000000002,164.772,10.599,9.567,53.47,78.888,0.324,19.856,21.365000000000002,19.173000000000002,12.155000000000001,6.204,6.212,12.614,6.532,18.592,2.402,0.709,6.223,8.598,13.83,5.253,6.096,2.327
1994Q2,51.871,56.801,21.368000000000002,15.426,15.297,5.683,10.037,3.886,22.197,26.119,34.550000000000004,15.71,24.825,25.13,40.068,8.707,1.807,4.572,22.371000000000002,12.288,13.486,2.346,13.149000000000001,3.0260000000000002,23.731,24.284,16.567,11.224,2.449,2.894,11.392,5.713,5.869,10.995000000000001,28.682000000000002,25.895,10.082,5.692,10.121,14.512,1.784,3.766,5.5,7.96,0.73,3.353,3.226,4.264,184.93800000000002,164.772,10.599,9.567,53.47,78.888,0.324,19.856,21.365000000000002,19.173000000000002,12.155000000000001,6.204,6.212,12.614,6.532,18.592,2.402,0.709,6.223,8.598,13.83,5.253,6.096,2.327
1994Q3,51.871,56.801,21.368000000000002,15.426,15.297,5.683,10.037,3.886,22.197,26.119,34.550000000000004,15.71,24.825,25.13,40.068,8.707,1.807,4.572,22.371000000000002,12.288,13.486,2.346,13.149000000000001,3.0260000000000002,23.731,24.284,16.567,11.224,2.449,2.894,11.392,5.713,5.869,10.995000000000001,28.682000000000002,25.895,10.082,5.692,10.121,14.512,1.784,3.766,5.5,7.96,0.73,3.353,3.226,4.264,184.93800000000002,164.772,10.599,9.567,53.47,78.888,0.324,19.856,21.365000000000002,19.173000000000002,12.155000000000001,6.204,6.212,12.614,6.532,18.592,2.402,0.709,6.223,8.598,13.83,5.253,6.096,2.327
1994Q4,51.871,56.801,21.368000000000002,15.426,15.297,5.683,10.037,3.886,22.197,26.119,34.550000000000004,15.71,24.825,25.13,40.068,8.707,1.807,4.572,22.371000000000002,12.288,13.486,2.346,13.149000000000001,3.0260000000000002,23.731,24.284,16.567,11.224,2.449,2.894,11.392,5.713,5.869,10.995000000000001,28.682000000000002,25.895,10.082,5.692,10.121,14.512,1.784,3.766,5.5,7.96,0.73,3.353,3.226,4.264,184.93800000000002,164.772,10.599,9.567,53.47,78.888,0.324,19.856,21.365000000000002,19.173000000000002,12.155000000000001,6.204,6.212,12.614,6.532,18.592,2.402,0.709,6.223,8.598,13.83,5.253,6.096,2.327
1995Q1,65.46600000000001,63.455,21.779,17.042,14.187000000000001,5.7940000000000005,10.838000000000001,3.291,26.291,30.917,39.097,17.414,28.346,28.969,35.806,12.663,1.7610000000000001,5.229,24.275000000000002,12.712,15.312000000000001,2.5,14.17,3.321,25.596,28.046,15.878,9.862,2.674,3.342,11.226,6.72,8.719,11.878,35.223,31.395,13.094,7.208,11.093,13.664,1.286,4.211,6.246,8.533,0.767,3.529,3.0140000000000002,4.98,181.78300000000002,156.383,13.796000000000001,11.604000000000001,54.166000000000004,81.302,0.49,22.208000000000002,24.664,18.605,14.499,6.341,7.356,14.264000000000001,6.522,21.867,2.645,0.767,6.4510000000000005,10.548,15.601,5.511,6.058,2.466
1995Q2,65.46600000000001,63.455,21.779,17.042,14.187000000000001,5.7940000000000005,10.838000000000001,3.291,26.291,30.917,39.097,17.414,28.346,28.969,35.806,12.663,1.7610000000000001,5.229,24.275000000000002,12.712,15.312000000000001,2.5,14.17,3.321,25.596,28.046,15.878,9.862,2.674,3.342,11.226,6.72,8.719,11.878,35.223,31.395,13.094,7.208,11.093,13.664,1.286,4.211,6.246,8.533,0.767,3.529,3.0140000000000002,4.98,181.78300000000002,156.383,13.796000000000001,11.604000000000001,54.166000000000004,81.302,0.49,22.208000000000002,24.664,18.605,14.499,6.341,7.356,14.264000000000001,6.522,21.867,2.645,0.767,6.4510000000000005,10.548,15.601,5.511,6.058,2.466
1995Q3,65.46600000000001,63.455,21.779,17.042,14.187000000000001,5.7940000000000005,10.838000000000001,3.291,26.291,30.917,39.097,17.414,28.346,28.969,35.806,12.663,1.7610000000000001,5.229,24.275000000000002,12.712,15.312000000000001,2.5,14.17,3.321,25.596,28.046,15.878,9.862,2.674,3.342,11.226,6.72,8.719,11.878,35.223,31.395,13.094,7.208,11.093,13.664,1.286,4.211,6.246,8.533,0.767,3.529,3.0140000000000002,4.98,181.78300000000002,156.383,13.796000000000001,11.604000000000001,54.166000000000004,81.302,0.49,22.208000000000002,24.664,18.605,14.499,6.341,7.356,14.264000000000001,6.522,21.867,2.645,0.767,6.4510000000000005,10.548,15.601,5.511,6.058,2.466
1995Q4,65.46600000000001,63.455,21.779,17.042,14.187000000000001,5.7940000000000005,10.838000000000001,3.291,26.291,30.917,39.097,17.414,28.346,28.969,35.806,12.663,1.7610000000000001,5.229,24.275000000000002,12.712,15.312000000000001,2.5,14.17,3.321,25.596,28.046,15.878,9.862,2.674,3.342,11.226,6.72,8.719,11.878,35.223,31.395,13.094,7.208,11.093,13.664,1.286,4.211,6.246,8.533,0.767,3.529,3.0140000000000002,4.98,181.78300000000002,156.383,13.796000000000001,11.604000000000001,54.166000000000004,81.302,0.49,22.208000000000002,24.664,18.605,14.499,6.341,7.356,14.264000000000001,6.522,21.867,2.645,0.767,6.4510000000000005,10.548,15.601,5.511,6.058,2.466
1996Q1,72.056,70.753,23.769000000000002,17.909,13.587,5.857,12.135,3.979,27.337,32.617,41.295,18.187,37.519,25.641000000000002,37.04,12.099,2.265,5.338,25.379,12.803,17.499,2.738,14.82,3.222,27.381,30.672,16.768,9.374,3.755,3.6390000000000002,12.685,7.1160000000000005,10.903,12.833,37.926,31.401,13.854000000000001,5.737,11.81,15.21,1.48,4.413,7.643,9.294,0.9580000000000001,4.376,3.658,4.255,202.592,173.689,15.712,13.191,61.534,87.031,0.5740000000000001,26.397000000000002,30.735,17.391000000000002,16.474,6.998,8.889,15.5,6.972,24.321,3.376,0.847,6.913,13.064,17.457,5.503,5.666,2.585
1996Q2,72.056,70.753,23.769000000000002,17.909,13.587,5.857,12.135,3.979,27.337,32.617,41.295,18.187,37.519,25.641000000000002,37.04,12.099,2.265,5.338,25.379,12.803,17.499,2.738,14.82,3.222,27.381,30.672,16.768,9.374,3.755,3.6390000000000002,12.685,7.1160000000000005,10.903,12.833,37.926,31.401,13.854000000000001,5.737,11.81,15.21,1.48,4.413,7.643,9.294,0.9580000000000001,4.376,3.658,4.255,202.592,173.689,15.712,13.191,61.534,87.031,0.5740000000000001,26.397000000000002,30.735,17.391000000000002,16.474,6.998,8.889,15.5,6.972,24.321,3.376,0.847,6.913,13.064,17.457,5.503,5.666,2.585
1996Q3,72.056,70.753,23.769000000000002,17.909,13.587,5.857,12.135,3.979,27.337,32.617,41.295,18.187,37.519,25.641000000000002,37.04,12.099,2.265,5.338,25.379,12.803,17.499,2.738,14.82,3.222,27.381,30.672,16.768,9.374,3.755,3.6390000000000002,12.685,7.1160000000000005,10.903,12.833,37.926,31.401,13.854000000000001,5.737,11.81,15.21,1.48,4.413,7.643,9.294,0.9580000000000001,4.376,3.658,4.255,202.592,173.689,15.712,13.191,61.534,87.031,0.5740000000000001,26.397000000000002,30.735,17.391000000000002,16.474,6.998,8.889,15.5,6.972,24.321,3.376,0.847,6.913,13.064,17.457,5.503,5.666,2.585
1996Q4,72.056,70.753,23.769000000000002,17.909,13.587,5.857,12.135,3.979,27.337,32.617,41.295,18.187,37.519,25.641000000000002,37.04,12.099,2.265,5.338,25.379,12.803,17.499,2.738,14.82,3.222,27.381,30.672,16.768,9.374,3.755,3.6390000000000002,12.685,7.1160000000000005,10.903,12.833,37.926,31.401,13.854000000000001,5.737,11.81,15.21,1.48,4.413,7.643,9.294,0.9580000000000001,4.376,3.658,4.255,202.592,173.689,15.712,13.191,61.534,87.031,0.5740000000000001,26.397000000000002,30.735,17.391000000000002,16.474,6.998,8.889,15.5,6.972,24.321,3.376,0.847,6.913,13.064,17.457,5.503,5.666,2.585
1997Q1,81.043,80.001,26.44,16.582,12.634,5.763,10.548,3.744,29.561,32.715,43.145,19.291,47.431000000000004,23.752,35.329,14.472,2.657,5.8180000000000005,29.598,15.173,18.971,3.335,14.781,3.6310000000000002,29.325,37.661,19.573,11.24,3.857,4.476,11.541,8.132,11.927,15.367,37.576,29.587,12.197000000000001,4.9750000000000005,12.416,20.952,1.417,5.623,9.825000000000001,10.245000000000001,1.0070000000000001,5.075,3.815,3.8000000000000003,209.519,177.929,17.726,13.864,68.056,90.95100000000001,0.79,34.881,37.805,21.068,18.674,6.4830000000000005,10.894,15.043000000000001,7.155,26.264,4.152,0.867,7.333,12.634,18.234,6.059,6.488,2.685
1997Q2,81.043,80.001,26.44,16.582,12.634,5.763,10.548,3.744,29.561,32.715,43.145,19.291,47.431000000000004,23.752,35.329,14.472,2.657,5.8180000000000005,29.598,15.173,18.971,3.335,14.781,3.6310000000000002,29.325,37.661,19.573,11.24,3.857,4.476,11.541,8.132,11.927,15.367,37.576,29.587,12.197000000000001,4.9750000000000005,12.416,20.952,1.417,5.623,9.825000000000001,10.245000000000001,1.0070000000000001,5.075,3.815,3.8000000000000003,209.519,177.929,17.726,13.864,68.056,90.95100000000001,0.79,34.881,37.805,21.068,18.674,6.4830000000000005,10.894,15.043000000000001,7.155,26.264,4.152,0.867,7.333,12.634,18.234,6.059,6.488,2.685
1997Q3,81.043,80.001,26.44,16.582,12.634,5.763,10.548,3.744,29.561,32.715,43.145,19.291,47.431000000000004,23.752,35.329,14.472,2.657,5.8180000000000005,29.598,15.173,18.971,3.335,14.781,3.6310000000000002,29.325,37.661,19.573,11.24,3.857,4.476,11.541,8.132,11.927,15.367,37.576,29.587,12.197000000000001,4.9750000000000005,12.416,20.952,1.417,5.623,9.825000000000001,10.245000000000001,1.0070000000000001,5.075,3.815,3.8000000000000003,209.519,177.929,17.726,13.864,68.056,90.95100000000001,0.79,34.881,37.805,21.068,18.674,6.4830000000000005,10.894,15.043000000000001,7.155,26.264,4.152,0.867,7.333,12.634,18.234,6.059,6.488,2.685
1997Q4,81.043,80.001,26.44,16.582,12.634,5.763,10.548,3.744,29.561,32.715,43.145,19.291,47.431000000000004,23.752,35.329,14.472,2.657,5.8180000000000005,29.598,15.173,18.971,3.335,14.781,3.6310000000000002,29.325,37.661,19.573,11.24,3.857,4.476,11.541,8.132,11.927,15.367,37.576,29.587,12.197000000000001,4.9750000000000005,12.416,20.952,1.417,5.623,9.825000000000001,10.245000000000001,1.0070000000000001,5.075,3.815,3.8000000000000003,209.519,177.929,17.726,13.864,68.056,90.95100000000001,0.79,34.881,37.805,21.068,18.674,6.4830000000000005,10.894,15.043000000000001,7.155,26.264,4.152,0.867,7.333,12.634,18.234,6.059,6.488,2.685
1998Q1,87.145,87.056,30.301000000000002,17.021,12.701,5.14,10.9,4.4270000000000005,29.862000000000002,34.06,46.216,20.2,47.653,29.973,35.016,19.645,2.842,6.68,33.376,15.795,21.73,3.314,16.775,4.297,31.804000000000002,46.121,19.962,10.658,4.724,4.581,12.717,8.748,12.183,15.601,40.198,34.207,13.097,8.637,12.473,21.091,1.084,6.4590000000000005,10.881,10.307,1.162,5.916,4.284,3.886,235.59900000000002,201.323,19.581,14.695,81.8,93.782,0.9560000000000001,43.329,45.184,20.715,21.913,7.952,11.93,14.914,7.179,26.147000000000002,5.207,0.877,8.22,13.506,19.147000000000002,6.485,6.488,2.717
1998Q2,87.145,87.056,30.301000000000002,17.021,12.701,5.14,10.9,4.4270000000000005,29.862000000000002,34.06,46.216,20.2,47.653,29.973,35.016,19.645,2.842,6.68,33.376,15.795,21.73,3.314,16.775,4.297,31.804000000000002,46.121,19.962,10.658,4.724,4.581,12.717,8.748,12.183,15.601,40.198,34.207,13.097,8.637,12.473,21.091,1.084,6.4590000000000005,10.881,10.307,1.162,5.916,4.284,3.886,235.59900000000002,201.323,19.581,14.695,81.8,93.782,0.9560000000000001,43.329,45.184,20.715,21.913,7.952,11.93,14.914,7.179,26.147000000000002,5.207,0.877,8.22,13.506,19.147000000000002,6.485,6.488,2.717
1998Q3,87.145,87.056,30.301000000000002,17.021,12.701,5.14,10.9,4.4270000000000005,29.862000000000002,34.06,46.216,20.2,47.653,29.973,35.016,19.645,2.842,6.68,33.376,15.795,21.73,3.314,16.775,4.297,31.804000000000002,46.121,19.962,10.658,4.724,4.581,12.717,8.748,12.183,15.601,40.198,34.207,13.097,8.637,12.473,21.091,1.084,6.4590000000000005,10.881,10.307,1.162,5.916,4.284,3.886,235.59900000000002,201.323,19.581,14.695,81.8,93.782,0.9560000000000001,43.329,45.184,20.715,21.913,7.952,11.93,14.914,7.179,26.147000000000002,5.207,0.877,8.22,13.506,19.147000000000002,6.485,6.488,2.717
1998Q4,87.145,87.056,30.301000000000002,17.021,12.701,5.14,10.9,4.4270000000000005,29.862000000000002,34.06,46.216,20.2,47.653,29.973,35.016,19.645,2.842,6.68,33.376,15.795,21.73,3.314,16.775,4.297,31.804000000000002,46.121,19.962,10.658,4.724,4.581,12.717,8.748,12.183,15.601,40.198,34.207,13.097,8.637,12.473,21.091,1.084,6.4590000000000005,10.881,10.307,1.162,5.916,4.284,3.886,235.59900000000002,201.323,19.581,14.695,81.8,93.782,0.9560000000000001,43.329,45.184,20.715,21.913,7.952,11.93,14.914,7.179,26.147000000000002,5.207,0.877,8.22,13.506,19.147000000000002,6.485,6.488,2.717
1999Q1,96.078,98.739,32.223,17.114,10.729000000000001,3.722,11.493,5.481,29.021,34.62,44.773,21.900000000000002,53.647,34.142,41.172000000000004,28.924,2.936,7.4830000000000005,36.272,11.401,22.408,4.851,18.313,4.123,33.797000000000004,51.438,20.696,10.682,4.487,5.526,14.771,8.025,13.285,16.492,34.811,40.073,15.261000000000001,6.407,18.405,17.186,0.989,7.2490000000000006,10.4,11.46,1.345,4.996,5.059,3.496,262.184,225.887,21.993000000000002,14.304,89.848,101.206,1.2750000000000001,50.744,53.613,32.287,24.547,8.051,12.68,16.375,7.502,26.955000000000002,6.09,0.9500000000000001,8.538,12.831,20.372,6.93,8.081,2.795
